experiment_name,concurrency,payload_file,errors,successes,error_rate,all_prompts_token_count,prompt_token_count_mean,prompt_token_throughput,all_completions_token_count,completion_token_count_mean,completion_token_throughput,transactions,transactions_per_second,transactions_per_minute,latency_mean,instance_type,EndpointName,ModelName,Image,S3Uri,HF_MODEL_ID,HUGGING_FACE_HUB_TOKEN,MAX_BATCH_TOTAL_TOKENS,MAX_INPUT_LENGTH,MAX_TOTAL_TOKENS,SAGEMAKER_CONTAINER_LOG_LEVEL,SAGEMAKER_REGION,SM_NUM_GPUS,OPTION_DTYPE,OPTION_MAX_ROLLING_BATCH_SIZE,OPTION_NEURON_OPTIMIZE_LEVEL,OPTION_N_POSITIONS,OPTION_ROLLING_BATCH,OPTION_TENSOR_PARALLEL_DEGREE,SAGEMAKER_MODEL_SERVER_TIMEOUT,SAGEMAKER_MODEL_SERVER_WORKERS,SAGEMAKER_PROGRAM,SAGEMAKER_TS_RESPONSE_TIMEOUT,ENDPOINT_SERVER_TIMEOUT,MODEL_CACHE_ROOT,SAGEMAKER_ENV
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3680,3680.0,728.7,101,101.0,20.0,1,0.2,12,5.025018689004355,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3681,3681.0,729.19,102,102.0,20.21,1,0.2,12,5.021214752996457,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_2000-3000.jsonl,[],4,0.0,10797,2699.25,1193.83,408,102.0,45.11,4,0.44,26,8.271184342251217,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.48xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=24,1,payload_en_2000-3000.jsonl,[],1,0.0,2803,2803.0,551.8,76,76.0,14.96,1,0.2,12,5.0675586569996085,ml.inf2.48xlarge,llama-2-13b-inf2-48xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-775,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,24,120,1,inference.py,120,,,
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2148,2148.0,1684.5,14,14.0,10.98,1,0.78,46,1.2610732949979138,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3135,3135.0,2219.77,3,3.0,2.12,1,0.71,42,1.3948883260018192,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2686,2686.0,2116.34,6,6.0,4.73,1,0.79,47,1.2563859630026855,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3616,3616.0,2965.43,3643,3643.0,2987.57,1,0.82,49,1.1690837920032209,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,1,payload_en_2000-3000.jsonl,[],1,0.0,2637,2637.0,1233.25,42,42.0,19.64,1,0.47,28,2.129581689994666,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3848,3848.0,647.88,102,102.0,17.17,1,0.17,10,5.910850658998243,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_500-1000.jsonl,[],1,0.0,980,980.0,360.29,102,102.0,37.5,1,0.37,22,2.7124220240075374,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3302,3302.0,700.78,102,102.0,21.65,1,0.21,12,4.696276126996963,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2321,2321.0,574.28,102,102.0,25.24,1,0.25,15,4.029954735000501,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2715,2715.0,2162.0,5,5.0,3.98,1,0.8,48,1.24509758700151,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,14343,3585.75,2939.74,14552,3638.0,2982.58,4,0.82,49,3.7887292757513933,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_1000-2000.jsonl,[],1,0.0,1695,1695.0,1062.72,1756,1756.0,1100.97,1,0.63,37,1.5631606570095755,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-inf2.48xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=24,1,payload_en_1000-2000.jsonl,[],1,0.0,1695,1695.0,359.28,56,56.0,11.87,1,0.21,12,4.702503449996584,ml.inf2.48xlarge,llama-2-13b-inf2-48xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-775,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,24,120,1,inference.py,120,,,
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,1,payload_en_2000-3000.jsonl,[],1,0.0,2148,2148.0,1363.28,26,26.0,16.5,1,0.63,37,1.5664451799966628,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-inf2.48xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=24,1,payload_en_2000-3000.jsonl,[],1,0.0,2333,2333.0,1243.09,24,24.0,12.79,1,0.53,31,1.8620844130055048,ml.inf2.48xlarge,llama-2-13b-inf2-48xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-775,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,24,120,1,inference.py,120,,,
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,14034,3508.5,2859.65,14186,3546.5,2890.62,4,0.82,49,3.398157484250987,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,14395,3598.75,1274.95,408,102.0,36.14,4,0.35,21,10.360368618250504,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.12xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3848,3848.0,1775.34,15,15.0,6.92,1,0.46,27,2.1457082359993365,ml.g5.12xlarge,llama-2-13b-g5-12xlarge-1705848858,meta-textgeneration-llama-2-13b-2024-01-21-14-54-18-821,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_2000-3000.jsonl,[],2,0.0,4863,2431.5,793.35,204,102.0,33.28,2,0.33,19,6.112159440504911,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,2,payload_en_500-1000.jsonl,[],2,0.0,1960,980.0,1031.35,32,16.0,16.84,2,1.05,63,1.8898045954920235,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2101,2101.0,567.89,102,102.0,27.57,1,0.27,16,3.687619132004329,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2624,2624.0,2022.61,2661,2661.0,2051.13,1,0.77,46,1.26417997200042,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,2,payload_en_2000-3000.jsonl,[],2,0.0,5378,2689.0,2488.78,35,17.5,16.2,2,0.93,55,1.9377004874986596,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3737,3737.0,642.96,102,102.0,17.55,1,0.17,10,5.768786226006341,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6641,3320.5,1037.93,204,102.0,31.88,2,0.31,18,6.36931641499541,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,1,payload_en_1000-2000.jsonl,[],1,0.0,1539,1539.0,1598.61,9,9.0,9.35,1,1.04,62,0.9484561050048796,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,13084,3271.0,3838.26,13154,3288.5,3858.79,4,1.17,70,2.0323106784999254,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2541,2541.0,580.81,102,102.0,23.31,1,0.23,13,4.364739026990719,ml.g5.48xlarge,llama-2-13b-g5-48xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-062,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,8,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2440,2440.0,6181.35,2443,2443.0,6188.95,1,2.53,151,0.36988169699907303,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-21-14-54-24-692,huggingface-pytorch-tgi-inference-2024-01-21-14-54-19-655,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,,meta-llama/Llama-2-13b-chat-hf,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,8192,4090,4096,20,us-east-1,8,,,,,,,,,,,,,
llama2-13b-inf2.24xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=12,2,payload_en_2000-3000.jsonl,[],2,0.0,4961,2480.5,1178.44,133,66.5,31.59,2,0.48,28,3.819804184990062,ml.inf2.24xlarge,llama-2-13b-inf2-24xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-736,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,12,120,1,inference.py,120,,,
llama2-13b-g5.24xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3098,3098.0,679.07,102,102.0,22.36,1,0.22,13,4.5453729610017035,ml.g5.24xlarge,llama-2-13b-g5-24xlarge-1705850907,meta-textgeneration-llama-2-13b-2024-01-21-15-28-27-053,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-13b/artifacts/inference-prepack/v1.0.0/,/opt/ml/model,,,4095,4096,,,4,,,,,,,,1,inference.py,,3600,/opt/ml/model,1
llama2-13b-inf2.48xlarge-djl-0.24.0-neuronx-sdk-2.14.1-bs=4-tpd=24,2,payload_en_1000-2000.jsonl,[],2,0.0,3271,1635.5,768.79,101,50.5,23.74,2,0.47,28,3.8378015460039023,ml.inf2.48xlarge,llama-2-13b-inf2-48xlarge-1705848858,meta-textgenerationneuron-llama-2-13b-f-2024-01-21-14-54-18-775,763104351884.dkr.ecr.us-east-1.amazonaws.com/djl-inference:0.26.0-neuronx-sdk2.16.0,s3://jumpstart-private-cache-prod-us-east-1/meta-textgenerationneuron/meta-textgenerationneuron-llama-2-13b-f/artifacts/inference-prepack/v1.0.0/,,,,,,,,,fp16,4,2,4096,auto,24,120,1,inference.py,120,,,
