experiment_name,concurrency,payload_file,errors,successes,error_rate,all_prompts_token_count,prompt_token_count_mean,prompt_token_throughput,all_completions_token_count,completion_token_count_mean,completion_token_throughput,transactions,transactions_per_second,transactions_per_minute,latency_mean,instance_type,EndpointName,ModelName,Image,S3Uri
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3662,3662.0,199.45,101,101.0,5.5,1,0.05,3,18.338844257000346,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3098,3098.0,333.15,8,8.0,0.86,1,0.11,6,9.28053090200001,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6336,3168.0,237.04,204,102.0,7.63,2,0.07,4,26.694961415999842,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1539,1539.0,325.58,7,7.0,1.48,1,0.21,12,4.703663355999652,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_1000-2000.jsonl,[],1,0.0,1646,1646.0,286.34,1746,1746.0,303.74,1,0.17,10,5.733116093000717,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1918,1918.0,157.41,102,102.0,8.37,1,0.08,4,12.169491522000044,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3567,3567.0,567.92,3667,3667.0,583.84,1,0.16,9,6.228040773999965,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,6626,3313.0,837.18,6802,3401.0,859.42,2,0.25,15,7.235341263499777,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3030,3030.0,500.12,3130,3130.0,516.63,1,0.17,10,6.020661995999944,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3950,3950.0,201.58,102,102.0,5.21,1,0.05,3,19.56476114299994,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2541,2541.0,177.1,102,102.0,7.11,1,0.07,4,14.317612092999752,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,7103,3551.5,861.41,7303,3651.5,885.67,2,0.24,14,8.192014909000136,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3014,3014.0,2189.82,3016,3016.0,2191.27,1,0.73,43,1.3490611890001674,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3581,3581.0,576.57,3681,3681.0,592.67,1,0.16,9,6.17611682200004,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3783,3783.0,604.56,3883,3883.0,620.54,1,0.16,9,6.220647039999676,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3271,3271.0,509.06,3371,3371.0,524.63,1,0.16,9,6.3768201250004495,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6896,3448.0,241.46,203,101.5,7.11,2,0.07,4,28.52018312600012,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2101,2101.0,1560.51,2109,2109.0,1566.45,1,0.74,44,1.3261990859991784,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2404,2404.0,321.2,8,8.0,1.07,1,0.13,7,7.470339575000253,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2333,2333.0,1856.66,2337,2337.0,1859.84,1,0.8,48,1.2345614719997684,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,13279,3319.75,873.05,13588,3397.0,893.36,4,0.26,15,10.447689932499998,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,14135,3533.75,1339.06,14340,3585.0,1358.48,4,0.38,22,6.706373099999837,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3000,3000.0,185.28,102,102.0,6.3,1,0.06,3,16.163504642000134,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7063,3531.5,249.63,111,55.5,3.92,2,0.07,4,24.617673672499677,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3475,3475.0,191.32,102,102.0,5.62,1,0.06,3,18.14032997100003,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3681,3681.0,2214.57,3684,3684.0,2216.37,1,0.6,36,1.616365629000029,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2675,2675.0,475.76,2775,2775.0,493.54,1,0.18,10,5.585328668999864,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7389,3694.5,242.91,204,102.0,6.71,2,0.07,4,30.35322521750004,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_2000-3000.jsonl,[],4,0.0,9950,2487.5,265.53,317,79.25,8.46,4,0.11,6,35.39454386750026,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2775,2775.0,181.39,102,102.0,6.67,1,0.07,4,15.281967363000149,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3971,3971.0,337.63,7,7.0,0.6,1,0.09,5,11.713149298999724,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1932,1932.0,158.43,102,102.0,8.36,1,0.08,4,12.182936664999943,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_2000-3000.jsonl,[],4,0.0,10797,2699.25,266.7,313,78.25,7.73,4,0.1,6,38.27803436624981,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3639,3639.0,552.3,3739,3739.0,567.48,1,0.15,9,6.550669983999796,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2715,2715.0,2396.18,2716,2716.0,2397.06,1,0.88,52,1.1102912079995804,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3475,3475.0,539.02,3575,3575.0,554.53,1,0.16,9,6.419591437000236,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2803,2803.0,257.57,36,36.0,3.31,1,0.09,5,10.866179393000039,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3909,3909.0,200.88,102,102.0,5.24,1,0.05,3,19.430511657999887,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,14212,3553.0,1291.24,14423,3605.75,1310.41,4,0.36,21,7.08988744699991,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,15089,3772.25,269.53,406,101.5,7.25,4,0.07,4,53.90181031349994,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2458,2458.0,175.93,102,102.0,7.3,1,0.07,4,13.9542903319998,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2541,2541.0,479.82,2634,2634.0,497.38,1,0.19,11,5.269652566999866,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,7466,3733.0,926.61,7568,3784.0,939.27,2,0.25,15,5.436734172999877,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,3000,3000.0,509.96,3099,3099.0,526.79,1,0.17,10,5.812858922000487,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3208,3208.0,283.74,29,29.0,2.56,1,0.09,5,11.271846198000276,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,14343,3585.75,914.35,14647,3661.75,933.73,4,0.25,15,10.37769093199995,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
